N,drug_name,event_name,drug_id,event_id,comment
-1,Tamsulosin: tamsulosin,Disturbance in attention: Disturbance of attention (finding)|Unable to concentrate (finding),924566,76039005|60032008,
-1,Pantoprazole: pantoprazole,Increased appetite: Increased appetite (finding),948078,72405004,
-1,Linezolid: linezolid,Skin discolouration: Discoloration of skin (finding),1736887,3253007,
-1,Vincristine: Vincristine,Hyperpyrexia: Hyperpyrexia (finding),1308290,409702008,
-1,Pyrazinamide: Pyrazinamide,Hypotonia: Flaccidity of muscle (finding)|Poor muscle tone (finding),1759455,186611004|398152000,
-1,Posaconazole: posaconazole,Anxiety: Chronic anxiety (finding)|Anxiety attack (finding)|Worried (finding)|Anxiety state (finding)|Anxiety (finding),1704139,191708009|300895004|79015004|198288003|48694002,
-1,Tenofovir: Tenofovir,Pharyngitis: Acute pharyngitis (disorder)|Pharyngitis (disorder)|Infective pharyngitis (disorder)|Acute laryngopharyngitis (disorder),19011093,363746003|405737000|312422001|55355000,
-1,Clopidogrel: clopidogrel,Skin lesion: Skin lesion (disorder),1322184,95324001,
-1,Hydrochlorothiazide: Hydrochlorothiazide,Depressed mood: Depressed mood (finding)|Feeling unhappy (finding),974166,366979004|420038007,
-1,Amiodarone: Amiodarone,Generalised oedema: Anasarca (finding),1309944,442433009,
-1,Simvastatin: Simvastatin,Dermatitis allergic: Atopic dermatitis (disorder)|Cutaneous hypersensitivity (disorder),1539403,24079001|21626009,
-1,Acenocoumarol: Acenocoumarol,Menorrhagia: Menorrhagia (finding),19024063,386692008,
-1,Dexamethasone: Dexamethasone,Retching: Retching (finding)|Gagging (finding),1518254,84480002|249488009,
-1,Lamivudine: Lamivudine,Oedema mouth: Edema of oral soft tissues (disorder),1704183,9067002,
-1,Levothyroxine: levothyroxine,Ecchymosis: Ecchymosis (finding),1501700,302227002,
-1,Amitriptyline: Amitriptyline,Haematuria: Frank hematuria (disorder)|Blood in urine (finding),710062,197941005|34436003,
-1,Tenofovir: Tenofovir,Hallucination: Hallucinations (finding),19011093,7011001,
-1,Ifosfamide: Ifosfamide,Musculoskeletal pain: Pain in buttock (finding)|Musculoskeletal pain (finding),19078187,279043006|279069000,
-1,Lorazepam: Lorazepam,Gastritis: Gastroduodenitis (disorder)|Acute gastritis (disorder)|Gastritis (disorder),791967,196731005|25458004|4556007,
-1,Mitomycin: Mitomycin,Constipation: Chronic constipation (disorder)|Obstipation (disorder)|Constipation (finding)|Therapeutic opioid induced constipation (disorder),1389036,236069009|111360009|14760008|136801000119102,
-1,Ketoprofen: Ketoprofen,Cellulitis: Cellulitis (disorder)|Phlegmon (morphologic abnormality)|Cellulitis of upper limb (disorder)|Cellulitis of lower limb (disorder),1185922,128045006|190280006|449671007|449710006,
-1,Mannitol: Mannitol,Oropharyngeal pain: Pain in throat (finding),994058,162397003,
-1,Nitrofurantoin: Nitrofurantoin,General physical health deterioration: General health deterioration (finding),920293,285384003,
-1,Oxazepam: Oxazepam,Erythema: Erythema of skin (finding)|Face goes red (finding)|Erythema (finding),724816,444827008|271811009|247441003,
-1,Fluorouracil: Fluorouracil,Amenorrhoea: Amenorrhea (finding),955632,14302001,
-1,Simvastatin: Simvastatin,Presyncope: Vasovagal syncope (disorder)|Near syncope (disorder),1539403,398665005|427461000,
-1,Zidovudine: Zidovudine,Dysuria: Dysuria (finding)|Difficulty passing urine (finding),1710612,49650001|102835006,
-1,Cyclophosphamide: Cyclophosphamide,Affective disorder: Mood disorder (disorder)|Affective psychosis (disorder),1310317,46206005|441704009,
-1,Warfarin: Warfarin,Skin hyperpigmentation: Hyperpigmentation of skin (disorder),1310149,49765009,
-1,Heparin: heparin,Injection site induration: Injection site induration (disorder),1367571,95402002,
-1,Isoniazid: isoniazid,Abnormal behaviour: Abnormal behavior (finding),1782521,25786006,
-1,Pravastatin: Pravastatin,Hot flush: Flushing (disorder),1551860,238810007,
-1,Doxycycline: Doxycycline,Musculoskeletal pain: Pain in buttock (finding)|Musculoskeletal pain (finding),1738521,279043006|279069000,
-1,Amitriptyline: Amitriptyline,Pallor: Pale - symptom (finding)|Body pale (finding)|Blanching of skin (finding),710062,267029006|274643008|4470009,
-1,Acenocoumarol: Acenocoumarol,Tinnitus: Tinnitus (finding),19024063,60862001,
-1,Mannitol: Mannitol,Constipation: Chronic constipation (disorder)|Obstipation (disorder)|Constipation (finding)|Therapeutic opioid induced constipation (disorder),994058,236069009|111360009|14760008|136801000119102,
-1,Tenofovir: Tenofovir,Conjunctivitis: Acute conjunctivitis (disorder)|Rhinoconjunctivitis (disorder)|Conjunctivitis (disorder),19011093,53726008|878820003|9826008,
-1,Cycloserine: Cycloserine,Tachycardia: Tachycardia (finding),1710446,3424008,
-1,Doxycycline: Doxycycline,Balance disorder: Loss of equilibrium (finding)|Impairment of balance (finding)|Unsteadiness present (finding)|Difficulty balancing (finding),1738521,89419008|387603000|267084003|282302006,
-1,Ramipril: Ramipril,Pallor: Pale - symptom (finding)|Body pale (finding)|Blanching of skin (finding),1334456,267029006|274643008|4470009,
-1,Ramipril: Ramipril,Hot flush: Flushing (disorder),1334456,238810007,
-1,Lorazepam: Lorazepam,Blister: Blister of skin AND/OR mucosa (disorder)|Vesicle (morphologic abnormality),791967,417237009|82515000,
-1,Iron: Iron,Rhinorrhoea: Nasal discharge (finding),1360067,64531003,
-1,Isoniazid: isoniazid,Musculoskeletal pain: Pain in buttock (finding)|Musculoskeletal pain (finding),1782521,279043006|279069000,
-1,Carboplatin: Carboplatin,Ageusia: Loss of taste (finding),1344905,36955009,
-1,Bisacodyl: Bisacodyl,Pyrexia: Spiking fever (finding)|Low grade pyrexia (finding)|Pyrexia of unknown origin (finding)|Fever (finding)|Body temperature above reference range (finding)|Feeling feverish (finding)|Fever with chills (finding),924939,102496004|304213008|7520000|386661006|50177009|103001002|274640006,
-1,Amoxicillin: Amoxicillin,Sneezing: Sneezing (finding),1713332,76067001,
-1,Ceftriaxone: Ceftriaxone,Injection site vesicles: Injection site blister (disorder),1777806,860896000,
-1,Methylphenidate: Methylphenidate,Conjunctivitis: Acute conjunctivitis (disorder)|Rhinoconjunctivitis (disorder)|Conjunctivitis (disorder),705944,53726008|878820003|9826008,
-1,Azacitidine: Azacitidine,Tinnitus: Tinnitus (finding),1314865,60862001,
-1,Mannitol: Mannitol,Alopecia: Alopecia (disorder)|Loss of hair (finding),994058,56317004|278040002,
-1,Allopurinol: Allopurinol,Abdominal distension: Abdominal distension symptom (finding)|Abdominal bloating (finding)|Swollen abdomen (finding),1167322,162068007|116289008|60728008,
-1,Levonorgestrel: Levonorgestrel,Restless legs syndrome: Restless legs (disorder),1589505,32914008,
-1,Iron: Iron,Hallucination: Hallucinations (finding),1360067,7011001,
-1,Clindamycin: Clindamycin,Bradycardia: Bradycardia (finding),997881,48867003,
-1,Mannitol: Mannitol,Decreased appetite: Decrease in appetite (finding)|Loss of appetite (finding),994058,64379006|79890006,
-1,Enalapril: Enalapril,Haematoma: Hematoma (disorder),1341927,385494008,
-1,Morphine: Morphine,Haematochezia: Hematochezia (finding),1110410,405729008,
-1,Lormetazepam: lormetazepam,Diarrhoea: Acute diarrhea (disorder)|Liquid stool (finding)|Loose stool (finding)|Diarrhea (finding)|Chronic diarrhea (disorder),19007977,409966000|398212009|398032003|62315008|236071009,
-1,Acenocoumarol: Acenocoumarol,Decreased appetite: Decrease in appetite (finding)|Loss of appetite (finding),19024063,64379006|79890006,
-1,Ketoprofen: Ketoprofen,Infection: Infectious disease (disorder),1185922,40733004,
-1,Ambroxol: Ambroxol,Pneumonia: Infectious disease of lung (disorder)|Recurrent pneumonia (disorder)|Bilateral pneumonia (disorder)|Lobar pneumonia (disorder)|Nosocomial pneumonia (disorder)|Pneumonia (disorder)|Community acquired pneumonia (disorder)|Bronchopneumonia (disorder),19088167,128601007|699014000|407671000|278516003|425464007|233604007|385093006|396285007,
-1,Ticagrelor: Ticagrelor,Conjunctivitis: Acute conjunctivitis (disorder)|Rhinoconjunctivitis (disorder)|Conjunctivitis (disorder),40241186,53726008|878820003|9826008,
-1,Iron: Iron,Influenza: Influenza (disorder)|Influenza caused by Influenza A virus (disorder)|Influenza caused by Influenza B virus (disorder)|Influenza-like illness (finding),1360067,6142004|442438000|24662006|95891005,
-1,Dalteparin: Dalteparin,Fatigue: Tired (finding)|Asthenia (finding)|Chronic fatigue syndrome (disorder)|Fatigue (finding)|Tired all the time (finding)|Exhaustion (finding),1301065,224960004|13791008|52702003|84229001|267032009|60119000,
-1,Fluorouracil: Fluorouracil,Menstruation irregular: Irregular periods (finding),955632,80182007,
-1,Spironolactone: Spironolactone,Chills: Rigor (finding)|Chill (finding),970250,38880002|43724002,
-1,Amoxicillin: Amoxicillin,General physical health deterioration: General health deterioration (finding),1713332,285384003,
-1,Oxytocin: Oxytocin,Insomnia: Difficulty sleeping (finding)|Chronic insomnia (disorder)|Insomnia (disorder),1326115,301345002|724748004|193462001,
-1,Ketoprofen: Ketoprofen,Muscle spasms: Cramp (finding)|Cramp of muscle of bilateral lower limbs (finding)|Cramp in lower leg associated with rest (finding)|Spasm (finding)|Cramp in lower limb (finding)|Spasm of back muscles (finding),1185922,55300003|15639921000119107|102549009|45352006|449917004|203095000,
-1,Acenocoumarol: Acenocoumarol,Palpitations: Pounding heart (finding)|Palpitations (finding)|Pulse fast (finding),19024063,248657009|80313002|86651002,
-1,Clarithromycin: Clarithromycin,Injection site erythema: Injection site erythema (disorder),1750500,213338000,
-1,Quetiapine: quetiapine,Hypersexuality: Hypersexuality state (finding),766814,73744004,
-1,Fluphenazine: Fluphenazine,Dysarthria: Unable to articulate clearly (finding)|Slurred speech (finding)|Dysarthria (finding),756018,286295003|289195008|8011004,
-1,Venlafaxine: venlafaxine,Psychomotor retardation: Motor retardation (finding),743670,398991009,
-1,Clopidogrel: clopidogrel,Polyarthritis: Undifferentiated inflammatory polyarthritis (disorder)|Inflammatory polyarthropathy (disorder),1322184,416956002|417373000,
-1,Trimipramine: Trimipramine,Syncope: Syncope (disorder)|Vasovagal syncope (disorder),705755,271594007|398665005,
-1,Haloperidol: Haloperidol,Nystagmus: Nystagmus (disorder),766529,563001,
-1,Atropine: Atropine,Body temperature increased: Body temperature above reference range (finding),914335,50177009,
-1,Olanzapine: olanzapine,Status epilepticus: Status epilepticus (disorder),785788,230456007,
-1,Amoxicillin: Amoxicillin,Balanoposthitis: Balanitis (disorder),1713332,44882003,
-1,Cholera vaccine: Cholera Vaccine,Vertigo: Vertigo (finding)|Peripheral vertigo (disorder),595252,399153001|50438001,
-1,Terbinafine: terbinafine,Skin infection: Infection of skin and/or subcutaneous tissue (disorder),1741309,19824006,
-1,Desloratadine: desloratadine,Migraine: Transformed migraine (disorder)|Migraine (disorder),1103006,427419006|37796009,
-1,Nevirapine: Nevirapine,Rash pustular: Pustular rash (morphologic abnormality),1769389,48055004,
-1,Escitalopram: Escitalopram,Anal incontinence: Incontinence of feces (finding),715939,72042002,
-1,Zopiclone: zopiclone,Dyskinesia: Spasmodic movement (finding)|Dyskinesia (finding)|Involuntary movement (finding)|Abnormal involuntary movement (disorder)|Uneven movement (finding)|Abnormal movement (finding),19044883,249966004|9748009|267078001|260912008|249962002|225606002,
-1,Methylphenidate: Methylphenidate,Nystagmus: Nystagmus (disorder),705944,563001,
-1,Allopurinol: Allopurinol,Oral candidiasis: Candidiasis of mouth (disorder),1167322,79740000,
-1,Alteplase: alteplase,Oedema mouth: Edema of oral soft tissues (disorder),1347450,9067002,
-1,Etoricoxib: etoricoxib,Oral pain: Sore mouth (finding)|Painful mouth (finding),19011355,162011005|102616008,
-1,Piperacillin: Piperacillin,Face oedema: Edema of face (finding),1746114,445088006,
-1,Spironolactone: Spironolactone,Gastritis: Gastroduodenitis (disorder)|Acute gastritis (disorder)|Gastritis (disorder),970250,196731005|25458004|4556007,
-1,Brinzolamide: brinzolamide,Visual field defect: Visual field defect (finding)|Visual field scotoma (finding),938044,12184005|23388006,
-1,Fosphenytoin: fosphenytoin,Blood pressure decreased: Finding of decreased blood pressure (finding),713192,12763006,
-1,Teriflunomide: teriflunomide,Furuncle: Furuncle (disorder),42900584,416675009,
-1,Midodrine: Midodrine,Tachycardia: Tachycardia (finding),1308368,3424008,
-1,Dapsone: Dapsone,Generalised oedema: Anasarca (finding),1711759,442433009,
-1,Nitrofurantoin: Nitrofurantoin,Peripheral coldness: Cold extremity (finding),920293,771542000,
-1,Amoxicillin: Amoxicillin,Renal pain: Renal pain (finding),1713332,274279008,
-1,Zuclopenthixol: Zuclopenthixol,Delirium: Delirious (finding)|Delirium (disorder),19010886,419567006|2776000,
-1,Vinblastine: Vinblastine,Skin hyperpigmentation: Hyperpigmentation of skin (disorder),19008264,49765009,
-1,Sulfur hexafluoride: Sulfur Hexafluoride,Throat tightness: Constriction in throat (finding)|Tightness in throat (finding),45892833,247324004|247323005,
-1,Bleomycin: Bleomycin,Candida infection: Candidiasis (disorder)|Infection caused by Candida albicans (disorder),1329241,78048006|83062006,
-1,Hydroxyzine: Hydroxyzine,Psychomotor hyperactivity: Hyperactive behavior (finding)|Psychomotor agitation (finding),777221,44548000|47295007,
-1,Vinblastine: Vinblastine,Dysgeusia: Taste sense altered (finding)|Metallic taste (finding),19008264,271801002|11193009,
-1,Aceclofenac: aceclofenac,Photosensitivity reaction: Photosensitivity (finding),19029393,90128006,
-1,Gemcitabine: gemcitabine,Gastrointestinal infection: Infection of gastrointestinal tract (disorder),1314924,715852004,
-1,Amitriptyline: Amitriptyline,Throat tightness: Constriction in throat (finding)|Tightness in throat (finding),710062,247324004|247323005,
-1,Buserelin: Buserelin,Hot flush: Flushing (disorder),19033280,238810007,
-1,Flurbiprofen: Flurbiprofen,Suffocation feeling: Choking sensation (finding),1156378,373909009,
-1,Linagliptin: Linagliptin,Nasal congestion: Nasal congestion (finding),40239216,68235000,
-1,Desogestrel: Desogestrel,Eczema: Chronic eczema (disorder)|Exacerbation of eczema (disorder)|Eczema (disorder),1588000,44256003|135843006|43116000,
-1,Agomelatine: Agomelatine,Head discomfort: Headache (finding),36878783,25064002,
-1,Progesterone: Progesterone,Abnormal dreams: Dream disorder (finding)|Detailed recall of dream (finding),1552310,85418005|247953009,
-1,Nortriptyline: Nortriptyline,"Hallucination, visual: Visual hallucinations (finding)",721724,64269007,
-1,Melphalan: Melphalan,Gastroenteritis: Gastroenteritis (disorder)|Acute gastroenteritis (disorder),1301267,25374005|69776003,
-1,Ropinirole: ropinirole,Pollakiuria: Finding of frequency of urination (finding)|Increased frequency of urination (finding),713823,300471006|162116003,
-1,Perindopril: Perindopril,Productive cough: Does expectorate (finding)|Sputum - symptom (finding)|Sputum finding (finding)|Productive cough (finding),1373225,289119003|248596009|248595008|28743005,
-1,Chloramphenicol: Chloramphenicol,Swelling: Swelling (finding)|Neck swelling (finding),990069,65124004|301777002,
-1,Clobetasone: Clobetasone,Rash: Localized eruption of skin (disorder)|Generalized rash (disorder)|Eruption of skin (disorder),19005129,724877007|725119006|271807003,
-1,Meropenem: meropenem,Haematuria: Frank hematuria (disorder)|Blood in urine (finding),1709170,197941005|34436003,
-1,Ondansetron: Ondansetron,Presyncope: Vasovagal syncope (disorder)|Near syncope (disorder),1000560,398665005|427461000,
-1,Escitalopram: Escitalopram,Hypoaesthesia oral: Numbness of tongue (finding),715939,95528002,
-1,Cetirizine: Cetirizine,Fluid retention: Body fluid retention (disorder),1149196,43498006,
-1,Ondansetron: Ondansetron,Injection site pruritus: Injection site pruritus (disorder)|Injection site itching (finding),1000560,863894003|846686009,
-1,Propranolol: Propranolol,Bronchitis: Infectious disorder of bronchus (disorder)|Bronchitis (disorder)|Acute bronchitis (disorder)|Acute exacerbation of chronic bronchitis (disorder),1353766,233795005|32398004|10509002|425748003,
-1,Iron: Iron,Pollakiuria: Finding of frequency of urination (finding)|Increased frequency of urination (finding),1360067,300471006|162116003,
-1,Allopurinol: Allopurinol,Balance disorder: Loss of equilibrium (finding)|Impairment of balance (finding)|Unsteadiness present (finding)|Difficulty balancing (finding),1167322,89419008|387603000|267084003|282302006,
-1,Trimipramine: Trimipramine,Delirium: Delirious (finding)|Delirium (disorder),705755,419567006|2776000,
-1,Enoxaparin: Enoxaparin,Hemiplegia: Hemiplegia (disorder),1301025,50582007,
-1,Minocycline: Minocycline,Epilepsy: Epilepsy (disorder)|Refractory epilepsy (disorder)|Symptomatic generalized epilepsy (disorder)|Epileptic seizure (finding),1708880,84757009|445355009|71831005|313307000,
-1,Sulfur hexafluoride: Sulfur Hexafluoride,Hot flush: Flushing (disorder),45892833,238810007,
-1,Amisulpride: Amisulpride,Sleep disorder: Dyssomnia (disorder)|Sleep disorder (disorder),19057607,44186003|39898005,
-1,Norfloxacin: Norfloxacin,Epilepsy: Epilepsy (disorder)|Refractory epilepsy (disorder)|Symptomatic generalized epilepsy (disorder)|Epileptic seizure (finding),1721543,84757009|445355009|71831005|313307000,
-1,Letrozole: letrozole,Gingivitis: Gingivitis (disorder),1315946,66383009,
-1,Lercanidipine: lercanidipine,Lacrimation increased: Watery eye (finding),19015802,420103007,
-1,Amiodarone: Amiodarone,Peripheral coldness: Cold extremity (finding),1309944,771542000,
-1,Allopurinol: Allopurinol,Haematemesis: Coffee ground vomiting (disorder)|Hematemesis (disorder),1167322,40835002|8765009,
-1,Ibuprofen: Ibuprofen,Skin infection: Infection of skin and/or subcutaneous tissue (disorder),1177480,19824006,
-1,Mirtazapine: Mirtazapine,Gastritis: Gastroduodenitis (disorder)|Acute gastritis (disorder)|Gastritis (disorder),725131,196731005|25458004|4556007,
-1,Eslicarbazepine: eslicarbazepine,Status epilepticus: Status epilepticus (disorder),44507780,230456007,
-1,Amorolfine: Amorolfine,Application site erythema: Application site erythema (disorder),19032619,863892004,
-1,Lormetazepam: lormetazepam,Hypothermia: Hypothermia (finding),19007977,386689009,
-1,Cisatracurium: Cisatracurium,Laryngeal oedema: Edema of larynx (disorder)|Edema of glottis (disorder),19015726,51599000|111278002,
-1,Allopurinol: Allopurinol,Hyperthermia: Body temperature above reference range (finding),1167322,50177009,
-1,Ornidazole: Ornidazole,Lip swelling: Lip swelling (finding),19024197,699376002,
-1,Fluorouracil: Fluorouracil,Administration site extravasation: Injection site extravasation (disorder),955632,95384003,
-1,Clobazam: clobazam,Increased appetite: Increased appetite (finding),19050832,72405004,
-1,Silodosin: silodosin,Rhinitis: Common cold (disorder)|Rhinitis (disorder)|Chronic rhinitis (disorder),19012925,82272006|70076002|86094006,
-1,Vinblastine: Vinblastine,Exposure during pregnancy: Maternal drug exposure (disorder),19008264,95606005,
-1,Lamivudine: Lamivudine,Oral candidiasis: Candidiasis of mouth (disorder),1704183,79740000,
-1,Carboplatin: Carboplatin,Folliculitis: Folliculitis (disorder),1344905,13600006,
-1,Hydroxyzine: Hydroxyzine,Abnormal behaviour: Abnormal behavior (finding),777221,25786006,
-1,Perindopril: Perindopril,Gingival hypertrophy: Hyperplasia of gingiva (disorder),1373225,441798003,
-1,Methylprednisolone: Methylprednisolone,Gastrointestinal pain: Abdominal pain (finding),1506270,21522001,
-1,Daunorubicin: Daunorubicin,Skin hyperpigmentation: Hyperpigmentation of skin (disorder),1311799,49765009,
-1,Ondansetron: Ondansetron,Dysaesthesia: Dysesthesia (finding),1000560,279079003,
-1,Metronidazole: Metronidazole,Status epilepticus: Status epilepticus (disorder),1707164,230456007,
-1,Zopiclone: zopiclone,Aphasia: Word finding difficulty (disorder)|Dysphasia (finding)|Aphasia (finding),19044883,229738006|20301004|87486003,
-1,Cefepime: cefepime,Blister: Blister of skin AND/OR mucosa (disorder)|Vesicle (morphologic abnormality),1748975,417237009|82515000,
-1,Pilocarpine: Pilocarpine,Chills: Rigor (finding)|Chill (finding),945286,38880002|43724002,
-1,Hydroxyzine: Hydroxyzine,Rash papular: Papular eruption (disorder),777221,271757001,
-1,Perindopril: Perindopril,Peripheral coldness: Cold extremity (finding),1373225,771542000,
-1,Aminosalicylic acid: aminosalicylic acid,Skin discolouration: Discoloration of skin (finding),1726228,3253007,
-1,Ezetimibe: ezetimibe,Restlessness: Restlessness (finding),1526475,162221009,
-1,Hydroxyzine: Hydroxyzine,Sleep disorder: Dyssomnia (disorder)|Sleep disorder (disorder),777221,44186003|39898005,
-1,Zonisamide: zonisamide,Weight increased: Weight gain (finding)|Weight increased (finding),744798,8943002|262286000,
-1,Pantoprazole: pantoprazole,Oral candidiasis: Candidiasis of mouth (disorder),948078,79740000,
-1,Zolmitriptan: zolmitriptan,Muscle spasms: Cramp (finding)|Cramp of muscle of bilateral lower limbs (finding)|Cramp in lower leg associated with rest (finding)|Spasm (finding)|Cramp in lower limb (finding)|Spasm of back muscles (finding),1116031,55300003|15639921000119107|102549009|45352006|449917004|203095000,
-1,Citalopram: Citalopram,Cold sweat: Cold sweat (finding)|Clammy skin (finding),797617,83547004|102598000,
-1,Bisoprolol: Bisoprolol,Jaundice: Jaundice (finding),1338005,18165001,
-1,Melatonin: Melatonin|MELATONIN RAPID RELEASE GELCAPS 10 MG - melatonin rapid release gelcaps tablet,Arthralgia: Shoulder pain (finding)|Joint pain (finding)|Pain in wrist (finding)|Hip pain (finding)|Pain of joint of knee (finding)|Multiple joint pain (finding)|Ankle pain (finding)|Pain in elbow (finding),1301152|1301152,45326000|57676002|56608008|49218002|1003721002|35678005|247373008|74323005,
-1,Zopiclone: zopiclone,Pharyngeal oedema: Edema of pharynx (disorder),19044883,2129002,
-1,Tamoxifen: Tamoxifen,Inflammation: Inflammatory morphology (morphologic abnormality)|Focal inflammation (morphologic abnormality),1436678,409774005|103625009,
-1,Perindopril: Perindopril,General physical health deterioration: General health deterioration (finding),1373225,285384003,
-1,Ceftriaxone: Ceftriaxone,Red man syndrome: Erythroderma caused by vancomycin (disorder),1777806,403620001,
-1,Cetirizine: Cetirizine,Feeling cold: Sensation of being cold (finding),1149196,724233009,
-1,Meropenem: meropenem,Hallucination: Hallucinations (finding),1709170,7011001,
-1,Amitriptyline: Amitriptyline,General physical health deterioration: General health deterioration (finding),710062,285384003,
-1,Febuxostat: febuxostat,Constipation: Chronic constipation (disorder)|Obstipation (disorder)|Constipation (finding)|Therapeutic opioid induced constipation (disorder),19017742,236069009|111360009|14760008|136801000119102,
-1,Montelukast: montelukast,Lymphadenopathy: Cervical lymphadenopathy (disorder)|Disorder of lymph node (disorder)|Lymphadenopathy (disorder)|Supraclavicular lymphadenopathy (disorder)|Axillary lymphadenopathy (disorder),1154161,127086001|76616003|30746006|127088000|127189005,
-1,Ramipril: Ramipril,Dysuria: Dysuria (finding)|Difficulty passing urine (finding),1334456,49650001|102835006,
-1,Tacrolimus: Tacrolimus,Rhinitis: Common cold (disorder)|Rhinitis (disorder)|Chronic rhinitis (disorder),950637,82272006|70076002|86094006,
-1,Clopidogrel: clopidogrel,Cystitis: Cystitis (disorder)|Acute cystitis (disorder),1322184,38822007|68226007,
-1,Metformin: Metformin,Ear pain: Otalgia (finding),1503297,16001004,
-1,Ciprofloxacin: Ciprofloxacin,Oral pain: Sore mouth (finding)|Painful mouth (finding),1797513,162011005|102616008,
-1,Cefuroxime: Cefuroxime,Gastritis: Gastroduodenitis (disorder)|Acute gastritis (disorder)|Gastritis (disorder),1778162,196731005|25458004|4556007,
-1,Norfloxacin: Norfloxacin,Panic attack: Panic attack (finding),1721543,225624000,
-1,Venlafaxine: venlafaxine,Skin ulcer: Skin ulcer (disorder)|Ulcer of lower extremity (disorder)|Ulcer of foot (disorder)|Chronic ulcer of skin (disorder),743670,46742003|95344007|95345008|19429009,
-1,Febuxostat: febuxostat,Epistaxis: Bleeding from nose (finding),19017742,249366005,
-1,Amlodipine: Amlodipine,Colitis: Proctocolitis (disorder)|Colitis (disorder)|Sigmoiditis (disorder),1332418,418130002|64226004|235765004,
-1,Buprenorphine: Buprenorphine,Hypotonia: Flaccidity of muscle (finding)|Poor muscle tone (finding),1133201,186611004|398152000,
-1,Everolimus: everolimus,Photosensitivity reaction: Photosensitivity (finding),19011440,90128006,
-1,Amlodipine: Amlodipine,Haematemesis: Coffee ground vomiting (disorder)|Hematemesis (disorder),1332418,40835002|8765009,
-1,Azathioprine: Azathioprine,Pallor: Pale - symptom (finding)|Body pale (finding)|Blanching of skin (finding),19014878,267029006|274643008|4470009,
-1,Iron: Iron,Injection site haematoma: Injection site bruising (disorder),1360067,95401009,
-1,Azithromycin: Azithromycin,Disturbance in attention: Disturbance of attention (finding)|Unable to concentrate (finding),1734104,76039005|60032008,
-1,Escitalopram: Escitalopram,Oropharyngeal pain: Pain in throat (finding),715939,162397003,
-1,Loperamide: Loperamide,Chills: Rigor (finding)|Chill (finding),991876,38880002|43724002,
-1,Pantoprazole: pantoprazole,Acne: Pimple (morphologic abnormality)|Acne (disorder)|Acne vulgaris (disorder),948078,103605005|11381005|88616000,
-1,Amitriptyline: Amitriptyline,Psoriasis: Psoriasis vulgaris (disorder)|Psoriasis of scalp (disorder)|Psoriasis (disorder)|Psoriasis of anogenital region (disorder)|Plaque psoriasis (disorder),710062,200975007|238608008|9014002|721538000|200965009,
-1,Azacitidine: Azacitidine,Influenza like illness: Influenza-like illness (finding)|Influenza-like symptoms (finding),1314865,95891005|315642008,
-1,Enalapril: Enalapril,General physical health deterioration: General health deterioration (finding),1341927,285384003,
-1,Amoxicillin: Amoxicillin,Haemorrhoids: Internal hemorrhoids (disorder)|Hemorrhoids (disorder),1713332,90458007|70153002,
-1,Amoxicillin: Amoxicillin,Panic attack: Panic attack (finding),1713332,225624000,
-1,Azathioprine: Azathioprine,Flushing: Flushing (disorder)|Face goes red (finding),19014878,238810007|271811009,
-1,Allopurinol: Allopurinol,Sinusitis: Sinusitis (disorder)|Maxillary sinusitis (disorder),1167322,36971009|88348008,
-1,Galantamine: Galantamine,Parkinsonism: Parkinsonism caused by drug (disorder)|Parkinson's disease (disorder)|Parkinsonism (disorder),757627,4223005|49049000|32798002,
-1,Montelukast: montelukast,Mydriasis: Dilated pupil (finding),1154161,37125009,
-1,Carboplatin: Carboplatin,Administration site extravasation: Injection site extravasation (disorder),1344905,95384003,
-1,Nitrofurantoin: Nitrofurantoin,Abnormal loss of weight: Abnormal weight loss (finding)|Unintentional weight loss (finding),920293,267024001|448765001,
-1,Levothyroxine: levothyroxine,Gingivitis: Gingivitis (disorder),1501700,66383009,
-1,Estradiol: Estradiol,Nightmare: Nightmares (finding)|Unpleasant dream (finding),1548195,419145002|419748005,
-1,Ezetimibe: ezetimibe,Loss of consciousness: Loss of consciousness (finding)|Syncope (disorder)|Unconscious (finding),1526475,419045004|271594007|418107008,
-1,Propranolol: Propranolol,Epistaxis: Bleeding from nose (finding),1353766,249366005,
-1,Levocetirizine: levocetirizine,Pneumonia: Infectious disease of lung (disorder)|Recurrent pneumonia (disorder)|Bilateral pneumonia (disorder)|Lobar pneumonia (disorder)|Nosocomial pneumonia (disorder)|Pneumonia (disorder)|Community acquired pneumonia (disorder)|Bronchopneumonia (disorder),1136422,128601007|699014000|407671000|278516003|425464007|233604007|385093006|396285007,
-1,Lercanidipine: lercanidipine,Gingivitis: Gingivitis (disorder),19015802,66383009,
-1,Amphotericin b: Amphotericin B,Stridor: Stridor (finding),1717240,70407001,
-1,Clomipramine: Clomipramine,Urinary incontinence: Urinary incontinence (finding),798834,165232002,
-1,Phenobarbital: Phenobarbital,Eczema: Chronic eczema (disorder)|Exacerbation of eczema (disorder)|Eczema (disorder),734275,44256003|135843006|43116000,
-1,Isoniazid: isoniazid,Oliguria: Oliguria (finding),1782521,83128009,
-1,Chloramphenicol: Chloramphenicol,Conjunctivitis allergic: Allergic conjunctivitis (disorder),990069,473460002,
-1,Primaquine: Primaquine,Cyanosis: Cyanosis (finding)|Peripheral cyanosis (finding)|Blue lips (finding),1751310,3415004|95442007|162743000,
